Timestamp,targetPose/rotation/q/w,targetPose/rotation/q/x,targetPose/rotation/q/y,targetPose/rotation/q/z,targetPose/translation/x,targetPose/translation/y,targetPose/translation/z,AprilTag roll,AprilTag pitch,AprilTag yaw,Tracker_1/rotation/value,Tracker_1/translation/x,Tracker_1/translation/y,Tracker_2/rotation/value,Tracker_2/translation/x,Tracker_2/translation/y,Tracker_3/rotation/value,Tracker_3/translation/x,Tracker_3/translation/y,camera tag range,tag angle [degrees],tracker range,tracker angle [degrees],range error,angle error [degrees]
57.746263,0.014987314,-0.01714736,0.000306061,-0.999740594,2.239281066,0.013600012,0.203956684,90.06455011,-1.964292181,-91.71884329,-0.031216185,4.359582837,3.846276684,-0.029185907,2.154300966,3.913314839,0.033939952,4.885197042,3.27301579,2.239322364,0.347974954,2.206300579,-1.741192776,0.033021786,-2.089167731
57.766263,0.047414315,-0.037078411,-0.002208171,-0.998184451,2.22900822,0.013291523,0.203199046,89.94873763,-4.257072292,-95.43716902,-0.031216185,4.359582837,3.846276684,-0.029185907,2.154300966,3.913314839,0.033939952,4.885197042,3.27301579,2.229047848,0.341649329,2.206300579,-1.741192776,0.022747269,-2.082842105
57.786263,0.047414315,-0.037078411,-0.002208171,-0.998184451,2.22900822,0.013291523,0.203199046,89.94873763,-4.257072292,-95.43716902,-0.031074945,4.359450452,3.846138038,-0.029175875,2.154397779,3.913548366,0.033870872,4.88502242,3.272760118,2.229047848,0.341649329,2.206082828,-1.751035178,0.02296502,-2.092684507
57.806263,0.007271209,0.041509307,0.000723725,-0.999111397,2.247044823,0.01363699,0.204468741,90.04843975,4.758460777,-90.83193289,-0.031074945,4.359450452,3.846138038,-0.029175875,2.154397779,3.913548366,0.033870872,4.88502242,3.272760118,2.247086203,0.347715534,2.206082828,-1.751035178,0.041003375,-2.098750712
57.826263,0.021577635,-0.039068961,-0.000641721,-0.999003308,2.232243807,0.013452933,0.203561938,90.02321086,-4.47865722,-92.47560454,-0.031074945,4.359450452,3.846138038,-0.029175875,2.154397779,3.913548366,0.033870872,4.88502242,3.272760118,2.232284344,0.34529693,2.206082828,-1.751035178,0.026201517,-2.096332108
57.846263,0.013737895,-0.020421729,0.000162172,-0.999697053,2.239470983,0.013580077,0.204108248,90.05076908,-2.339843818,-91.57566153,-0.031074945,4.359450452,3.846138038,-0.029175875,2.154397779,3.913548366,0.033870872,4.88502242,3.272760118,2.239512157,0.347435418,2.206082828,-1.751035178,0.03342933,-2.098470596
57.866263,-0.000749117,-0.037402816,0.000603307,-0.999299807,2.232224354,0.013569211,0.203575545,90.06605953,-4.287096881,-89.91656998,-0.031074945,4.359450452,3.846138038,-0.029175875,2.154397779,3.913548366,0.033870872,4.88502242,3.272760118,2.232265595,0.348284412,2.206082828,-1.751035178,0.026182768,-2.09931959
57.886263,-0.000749117,-0.037402816,0.000603307,-0.999299807,2.232224354,0.013569211,0.203575545,90.06605953,-4.287096881,-89.91656998,-0.031074945,4.359450452,3.846138038,-0.029175875,2.154397779,3.913548366,0.033870872,4.88502242,3.272760118,2.232265595,0.348284412,2.206082828,-1.751035178,0.026182768,-2.09931959
57.906263,0.031323055,-0.027209718,-0.001587977,-0.999137616,2.233721481,0.013470743,0.203572404,89.91572841,-3.122560362,-93.58898266,-0.031066529,4.359525745,3.846212744,-0.02919796,2.15441537,3.913140043,0.033725383,4.885209575,3.272375581,2.2337621,0.345525335,2.206125796,-1.738450366,0.027636304,-2.083975701
57.926263,0.023634822,-0.020696356,-0.000379284,-0.999506334,2.237500184,0.013520982,0.203833654,90.01262247,-2.372161745,-92.70944521,-0.031066529,4.359525745,3.846212744,-0.02919796,2.15441537,3.913140043,0.033725383,4.885209575,3.272375581,2.237541037,0.346228256,2.206125796,-1.738450366,0.031415241,-2.084678622
57.946263,0.023634822,-0.020696356,-0.000379284,-0.999506334,2.237500184,0.013520982,0.203833654,90.01262247,-2.372161745,-92.70944521,-0.031066529,4.359525745,3.846212744,-0.02919796,2.15441537,3.913140043,0.033725383,4.885209575,3.272375581,2.237541037,0.346228256,2.206125796,-1.738450366,0.031415241,-2.084678622
57.966263,0.037647008,-0.025219186,-0.001393638,-0.998971848,2.234034962,0.013398811,0.203529674,89.9491965,-2.894177359,-94.31514332,-0.031066529,4.359525745,3.846212744,-0.02919796,2.15441537,3.913140043,0.033725383,4.885209575,3.272375581,2.234075142,0.3436321,2.206125796,-1.738450366,0.027949346,-2.082082466
57.986263,0.020754237,-0.012203109,-6.10233E-05,-0.999710129,2.239795606,0.01365781,0.204086258,90.022038,-1.398251896,-92.37887716,-0.031066529,4.359525745,3.846212744,-0.02919796,2.15441537,3.913140043,0.033725383,4.885209575,3.272375581,2.239837247,0.349373463,2.206125796,-1.738450366,0.033711451,-2.087823829
58.006263,0.020526952,-0.015461133,-0.000387432,-0.999669669,2.239226171,0.013595126,0.204022907,89.99198231,-1.772324046,-92.3525381,-0.031066529,4.359525745,3.846212744,-0.02919796,2.15441537,3.913140043,0.033725383,4.885209575,3.272375581,2.239267441,0.347858462,2.206125796,-1.738450366,0.033141645,-2.086308828
58.026263,0.026614116,-0.018772699,-0.00089439,-0.999469096,2.238000901,0.013559717,0.203887926,89.954785,-2.153285284,-93.04980244,-0.031129056,4.359681358,3.846329312,-0.029161303,2.154444884,3.913413734,0.033725292,4.885059202,3.272440552,2.238041979,0.347142424,2.206256609,-1.742429567,0.03178537,-2.089571992
58.046263,0.026614116,-0.018772699,-0.00089439,-0.999469096,2.238000901,0.013559717,0.203887926,89.954785,-2.153285284,-93.04980244,-0.031129056,4.359681358,3.846329312,-0.029161303,2.154444884,3.913413734,0.033725292,4.885059202,3.272440552,2.238041979,0.347142424,2.206256609,-1.742429567,0.03178537,-2.089571992
58.066263,0.01011691,0.00252256,0.000753262,-0.999945357,2.246805995,0.01395733,0.204612176,90.08338936,0.289922801,-91.15912531,-0.031129056,4.359681358,3.846329312,-0.029161303,2.154444884,3.913413734,0.033725292,4.885059202,3.272440552,2.246849347,0.355921168,2.206256609,-1.742429567,0.040592738,-2.098350736
58.086263,0.012314622,0.028799753,0.000461266,-0.999509235,2.251074757,0.013911338,0.20484628,90.01221068,3.301065875,-91.41142129,-0.031129056,4.359681358,3.846329312,-0.029161303,2.154444884,3.913413734,0.033725292,4.885059202,3.272440552,2.251117742,0.354075684,2.206256609,-1.742429567,0.044861132,-2.096505252
58.106263,0.042593846,-0.02656229,-0.001599017,-0.99873803,2.231675196,0.013351608,0.203312397,89.94656947,-3.049216768,-94.88268073,-0.031106497,4.359470161,3.846312796,-0.029215468,2.154317257,3.913593128,0.033757672,4.884774596,3.271897638,2.231715136,0.342783593,2.206179044,-1.747581107,0.025536092,-2.0903647
58.126263,0.022219068,-0.025577537,-0.000452148,-0.999425784,2.236510234,0.013529242,0.203789146,90.01335834,-2.931717157,-92.54750279,-0.031106497,4.359470161,3.846312796,-0.029215468,2.154317257,3.913593128,0.033757672,4.884774596,3.271897638,2.236551154,0.346593094,2.206179044,-1.747581107,0.030372111,-2.094174201
58.146263,0.037540167,-0.025308083,-0.001325052,-0.998973714,2.234349988,0.013422544,0.20355493,89.95713094,-2.904059715,-94.30309367,-0.031106497,4.359470161,3.846312796,-0.029215468,2.154317257,3.913593128,0.033757672,4.884774596,3.271897638,2.234390305,0.344192211,2.206179044,-1.747581107,0.028211261,-2.091773318
58.166263,0.02583671,-0.00412944,-0.000578852,-0.99965748,2.24173599,0.01361959,0.204144963,89.94591524,-0.474756069,-92.96080002,-0.031106497,4.359470161,3.846312796,-0.029215468,2.154317257,3.913593128,0.033757672,4.884774596,3.271897638,2.241777362,0.348094265,2.206179044,-1.747581107,0.035598318,-2.095675373
58.186263,0.02583671,-0.00412944,-0.000578852,-0.99965748,2.24173599,0.01361959,0.204144963,89.94591524,-0.474756069,-92.96080002,-0.031106497,4.359470161,3.846312796,-0.029215468,2.154317257,3.913593128,0.033757672,4.884774596,3.271897638,2.241777362,0.348094265,2.206179044,-1.747581107,0.035598318,-2.095675373
58.206263,-0.00083865,-0.037153193,0.000527526,-0.999309091,2.233928296,0.013587614,0.203831675,90.05699511,-4.258471162,-89.90595035,-0.031106497,4.359470161,3.846312796,-0.029215468,2.154317257,3.913593128,0.033757672,4.884774596,3.271897638,2.233969619,0.348490743,2.206179044,-1.747581107,0.027790575,-2.09607185
58.226263,0.030787247,-0.021964965,-0.000996394,-0.99928409,2.237099193,0.013470658,0.203819788,89.96335944,-2.519524759,-93.52856396,-0.03105234,4.35938592,3.846043397,-0.0293921,2.154323856,3.913147606,0.033588781,4.88503004,3.271607142,2.237139749,0.34500147,2.206082881,-1.743080986,0.031056868,-2.088082456
58.246263,0.018065279,-0.010727791,-0.000107892,-0.99977925,2.240474604,0.013655919,0.20411079,90.00984939,-1.229360564,-92.07046595,-0.03105234,4.35938592,3.846043397,-0.0293921,2.154323856,3.913147606,0.033588781,4.88503004,3.271607142,2.240516221,0.349219244,2.206082881,-1.743080986,0.034433339,-2.09230023
58.266263,0.006407822,-0.031155259,0.000525747,-0.999493879,2.234596873,0.013586861,0.203593682,90.08325402,-3.57024671,-90.73723883,-0.03105234,4.35938592,3.846043397,-0.0293921,2.154323856,3.913147606,0.033588781,4.88503004,3.271607142,2.234638178,0.348367165,2.206082881,-1.743080986,0.028555297,-2.091448151
58.286263,0.022556615,-0.025661039,-0.000947692,-0.999415735,2.235605137,0.013564683,0.203753711,89.95773886,-2.942563356,-92.58478429,-0.03105234,4.35938592,3.846043397,-0.0293921,2.154323856,3.913147606,0.033588781,4.88503004,3.271607142,2.235646289,0.347641701,2.206082881,-1.743080986,0.029563408,-2.090722687
58.306263,0.031091993,-0.032667292,-0.001304032,-0.998981699,2.233973386,0.013366632,0.203645669,89.96704034,-3.74690027,-93.56428272,-0.03105234,4.35938592,3.846043397,-0.0293921,2.154323856,3.913147606,0.033588781,4.88503004,3.271607142,2.234013374,0.342816287,2.206082881,-1.743080986,0.027930493,-2.085897274
58.326263,0.031091993,-0.032667292,-0.001304032,-0.998981699,2.233973386,0.013366632,0.203645669,89.96704034,-3.74690027,-93.56428272,-0.031037784,4.359516712,3.845938048,-0.029213436,2.154502623,3.913449112,0.033799457,4.884786306,3.271288411,2.234013374,0.342816287,2.206047342,-1.753680885,0.027966032,-2.096497173
58.346263,0.039020755,-0.011503763,-0.001481214,-0.999171082,2.238072447,0.013477215,0.203900757,89.88181296,-1.323882348,-94.47152023,-0.031037784,4.359516712,3.845938048,-0.029213436,2.154502623,3.913449112,0.033799457,4.884786306,3.271288411,2.238113025,0.345019318,2.206047342,-1.753680885,0.032065683,-2.098700203
58.366263,-0.00015772,0.004412195,0.000500354,-0.999990129,2.24176584,0.013576018,0.204182901,90.0574178,0.505592774,-89.9816731,-0.031037784,4.359516712,3.845938048,-0.029213436,2.154502623,3.913449112,0.033799457,4.884786306,3.271288411,2.241806947,0.346976024,2.206047342,-1.753680885,0.035759605,-2.100656909
58.386263,0.02732569,-0.022313479,-0.000660414,-0.999377296,2.237032506,0.013509495,0.2038005,89.9942336,-2.558261976,-93.13233521,-0.031037784,4.359516712,3.845938048,-0.029213436,2.154502623,3.913449112,0.033799457,4.884786306,3.271288411,2.237073297,0.346006426,2.206047342,-1.753680885,0.031025955,-2.099687312
58.406263,-1.09357E-05,-0.023367192,0.000992856,-0.999726457,2.238296393,0.013680755,0.203952536,90.11383689,-2.677926578,-90.00140729,-0.031037784,4.359516712,3.845938048,-0.029213436,2.154502623,3.913449112,0.033799457,4.884786306,3.271288411,2.238338202,0.3501948,2.206047342,-1.753680885,0.03229086,-2.103875685
58.426263,0.029834286,0.002176201,-0.000851075,-0.999552127,2.24284751,0.013543079,0.204227023,89.89507677,0.246353749,-93.41949965,-0.031037784,4.359516712,3.845938048,-0.029213436,2.154502623,3.913449112,0.033799457,4.884786306,3.271288411,2.242888398,0.345967276,2.206047342,-1.753680885,0.036841056,-2.099648161
58.446263,-0.0388987,0.018503915,0.002900623,-0.999067607,2.240652116,0.01391749,0.204045289,90.41484133,2.105960165,-85.53300496,-0.031003995,4.359592446,3.846232981,-0.029167301,2.154496756,3.913281359,0.033788849,4.88494638,3.271759178,2.240695339,0.355879965,2.206114794,-1.741605099,0.034580545,-2.097485063
58.466263,-0.0388987,0.018503915,0.002900623,-0.999067607,2.240652116,0.01391749,0.204045289,90.41484133,2.105960165,-85.53300496,-0.031003995,4.359592446,3.846232981,-0.029167301,2.154496756,3.913281359,0.033788849,4.88494638,3.271759178,2.240695339,0.355879965,2.206114794,-1.741605099,0.034580545,-2.097485063
58.486263,0.022914225,-0.017568723,-0.000212938,-0.99958303,2.238775279,0.013547799,0.203926303,90.02175423,-2.013361392,-92.62679435,-0.031003995,4.359592446,3.846232981,-0.029167301,2.154496756,3.913281359,0.033788849,4.88494638,3.271759178,2.23881627,0.346717352,2.206114794,-1.741605099,0.032701476,-2.088322451
58.506263,0.023058932,-0.023575716,-0.000493307,-0.999455966,2.236641303,0.013521815,0.20376644,90.00580393,-2.70241363,-92.64346526,-0.031003995,4.359592446,3.846232981,-0.029167301,2.154496756,3.913281359,0.033788849,4.88494638,3.271759178,2.236682177,0.346382543,2.206114794,-1.741605099,0.030567382,-2.087987642
58.526263,0.023058932,-0.023575716,-0.000493307,-0.999455966,2.236641303,0.013521815,0.20376644,90.00580393,-2.70241363,-92.64346526,-0.031003995,4.359592446,3.846232981,-0.029167301,2.154496756,3.913281359,0.033788849,4.88494638,3.271759178,2.236682177,0.346382543,2.206114794,-1.741605099,0.030567382,-2.087987642
58.546263,0.027357776,-0.01898996,-0.000568837,-0.999445151,2.238234782,0.013516493,0.203894486,89.99438115,-2.177188898,-93.13582071,-0.031003995,4.359592446,3.846232981,-0.029167301,2.154496756,3.913281359,0.033788849,4.88494638,3.271759178,2.238275594,0.3459997,2.206114794,-1.741605099,0.0321608,-2.087604799
58.566263,0.027357776,-0.01898996,-0.000568837,-0.999445151,2.238234782,0.013516493,0.203894486,89.99438115,-2.177188898,-93.13582071,-0.030930837,4.35944009,3.846131866,-0.029061405,2.154340844,3.913300942,0.033725478,4.884963707,3.272111549,2.238275594,0.3459997,2.206122021,-1.744735483,0.032153573,-2.090735183
58.586263,0.023037749,-0.014235401,-0.000332036,-0.999633185,2.237072645,0.013560069,0.203623993,89.99954568,-1.631755564,-92.64042645,-0.030930837,4.35944009,3.846131866,-0.029061405,2.154340844,3.913300942,0.033725478,4.884963707,3.272111549,2.237113742,0.347295466,2.206122021,-1.744735483,0.030991721,-2.092030949
58.606263,0.03490513,-0.037073473,-0.001536234,-0.998701572,2.231326876,0.013383618,0.203444887,89.9724008,-4.25283969,-94.00237913,-0.030930837,4.35944009,3.846131866,-0.029061405,2.154340844,3.913300942,0.033725478,4.884963707,3.272111549,2.231367014,0.343659034,2.206122021,-1.744735483,0.025244993,-2.088394517
58.626263,0.027865906,-0.022028923,-0.000695313,-0.999368668,2.236994208,0.013498601,0.203803106,89.99070702,-2.525773188,-93.19418227,-0.030930837,4.35944009,3.846131866,-0.029061405,2.154340844,3.913300942,0.033725478,4.884963707,3.272111549,2.237034935,0.345733336,2.206122021,-1.744735483,0.030912914,-2.090468819
58.646263,0.028419888,-0.019904083,-0.000977647,-0.999397409,2.234989763,0.013542026,0.203422017,89.9528212,-2.283253661,-93.25682479,-0.030765221,4.359535819,3.846282268,-0.028952488,2.154282858,3.913283562,0.033818441,4.885019887,3.272071554,2.235030789,0.347156594,2.206270563,-1.740258779,0.028760226,-2.087415374
58.666263,0.028419888,-0.019904083,-0.000977647,-0.999397409,2.234989763,0.013542026,0.203422017,89.9528212,-2.283253661,-93.25682479,-0.030765221,4.359535819,3.846282268,-0.028952488,2.154282858,3.913283562,0.033818441,4.885019887,3.272071554,2.235030789,0.347156594,2.206270563,-1.740258779,0.028760226,-2.087415374
58.686263,0.03561344,-0.040129942,-0.0015821,-0.998558345,2.22920539,0.013367285,0.203192338,89.9826805,-4.603330502,-94.08446386,-0.030765221,4.359535819,3.846282268,-0.028952488,2.154282858,3.913283562,0.033818441,4.885019887,3.272071554,2.229245468,0.343566305,2.206270563,-1.740258779,0.022974905,-2.083825084
58.706263,0.03561344,-0.040129942,-0.0015821,-0.998558345,2.22920539,0.013367285,0.203192338,89.9826805,-4.603330502,-94.08446386,-0.030765221,4.359535819,3.846282268,-0.028952488,2.154282858,3.913283562,0.033818441,4.885019887,3.272071554,2.229245468,0.343566305,2.206270563,-1.740258779,0.022974905,-2.083825084
58.726263,0.013512068,-0.017340341,0.000216163,-0.999758316,2.239653295,0.013693529,0.204096081,90.05164478,-1.986639858,-91.54954435,-0.030765221,4.359535819,3.846282268,-0.028952488,2.154282858,3.913283562,0.033818441,4.885019887,3.272071554,2.239695157,0.350309409,2.206270563,-1.740258779,0.033424594,-2.090568189
58.746263,0.005336451,-0.027981959,0.000486382,-0.999594065,2.234719574,0.013596442,0.20352981,90.07293818,-3.206570885,-90.61379626,-0.030765221,4.359535819,3.846282268,-0.028952488,2.154282858,3.913283562,0.033818441,4.885019887,3.272071554,2.234760935,0.348593687,2.206270563,-1.740258779,0.028490372,-2.088852466
58.766263,0.013505119,-0.019691123,0.000409112,-0.999714811,2.239863721,0.013581238,0.204104372,90.07740081,-2.255742586,-91.54944378,-0.030598834,4.359400832,3.846282746,-0.028871976,2.154192813,3.913062423,0.033800503,4.885134641,3.272127909,2.239904895,0.347404213,2.206218922,-1.734541443,0.033685973,-2.081945656
58.786263,0.038700217,-0.027073742,-0.002052406,-0.998881922,2.233404108,0.013402878,0.203538651,89.88496953,-3.109581669,-94.43434048,-0.030598834,4.359400832,3.846282746,-0.028871976,2.154192813,3.913062423,0.033800503,4.885134641,3.272127909,2.233444324,0.343833489,2.206218922,-1.734541443,0.027225401,-2.078374932
58.806263,-0.002453375,0.030440046,0.000760204,-0.999533294,2.245226277,0.013706288,0.204369386,90.09580767,3.488485541,-89.71581569,-0.030598834,4.359400832,3.846282746,-0.028871976,2.154192813,3.913062423,0.033800503,4.885134641,3.272127909,2.245268112,0.349765509,2.206218922,-1.734541443,0.03904919,-2.084306952
58.826263,0.014157787,0.011058924,0.00046876,-0.999838506,2.247446627,0.013919708,0.204558232,90.0357744,1.26791866,-91.6221207,-0.030598834,4.359400832,3.846282746,-0.028871976,2.154192813,3.913062423,0.033800503,4.885134641,3.272127909,2.247489733,0.354860622,2.206218922,-1.734541443,0.041270811,-2.089402065
58.846263,0.035178098,-0.01648323,-0.001105624,-0.999244506,2.237518137,0.013469479,0.203793637,89.93981347,-1.892212911,-94.03150161,-0.030598834,4.359400832,3.846282746,-0.028871976,2.154192813,3.913062423,0.033800503,4.885134641,3.272127909,2.237558678,0.344906702,2.206218922,-1.734541443,0.031339756,-2.079448144
58.866263,0.026137447,-0.017567411,-0.000526784,-0.999503848,2.23851975,0.013524592,0.203904613,89.99227686,-2.014070758,-92.99579907,-0.030598834,4.359400832,3.846282746,-0.028871976,2.154192813,3.913062423,0.033800503,4.885134641,3.272127909,2.238560606,0.346162951,2.206218922,-1.734541443,0.032341683,-2.080704394
58.886263,0.024919134,-0.004386445,-9.16035E-05,-0.999679842,2.245691412,0.013795684,0.204536603,90.00203205,-0.502756692,-92.85585447,-0.030348331,4.359424707,3.845858301,-0.028798304,2.154585118,3.913553084,0.033767267,4.884823157,3.27101777,2.245733787,0.351973795,2.205878554,-1.758589306,0.039855232,-2.110563101
58.906263,0.017098623,-0.018714406,6.00917E-05,-0.999678651,2.239848869,0.013590313,0.204095581,90.04358253,-2.144206554,-91.96061221,-0.030348331,4.359424707,3.845858301,-0.028798304,2.154585118,3.913553084,0.033767267,4.884823157,3.27101777,2.239890099,0.347638632,2.205878554,-1.758589306,0.034011544,-2.106227938
58.926263,0.029290584,-0.036932178,-0.001160773,-0.998887746,2.231786473,0.01341272,0.203476752,89.9910699,-4.235160412,-93.35889825,-0.030348331,4.359424707,3.845858301,-0.028798304,2.154585118,3.913553084,0.033767267,4.884823157,3.27101777,2.231826777,0.344335347,2.205878554,-1.758589306,0.025948223,-2.102924654
58.946263,0.022292108,-0.025432654,-0.000956537,-0.9994275,2.235310204,0.013548196,0.203694236,89.95536123,-2.916401599,-92.5543906,-0.030348331,4.359424707,3.845858301,-0.028798304,2.154585118,3.913553084,0.033767267,4.884823157,3.27101777,2.235351261,0.347264979,2.205878554,-1.758589306,0.029472707,-2.105854285
58.966263,0.011765545,-0.019392283,0.000189591,-0.999742705,2.238307441,0.013674702,0.203945463,90.04790124,-2.221921476,-91.34944581,-0.030348331,4.359424707,3.845858301,-0.028798304,2.154585118,3.913553084,0.033767267,4.884823157,3.27101777,2.238349213,0.350038132,2.205878554,-1.758589306,0.032470659,-2.108627438
58.986263,0.005217811,-0.033474578,0.000496971,-0.999425825,2.233560783,0.01358907,0.203501581,90.0771038,-3.836270208,-90.60083736,-0.030289382,4.359508628,3.846383541,-0.028993887,2.154124071,3.913367802,0.033831167,4.884729878,3.270920792,2.233602121,0.348585438,2.206401581,-1.739712878,0.027200539,-2.088298317
59.006263,0.005217811,-0.033474578,0.000496971,-0.999425825,2.233560783,0.01358907,0.203501581,90.0771038,-3.836270208,-90.60083736,-0.030289382,4.359508628,3.846383541,-0.028993887,2.154124071,3.913367802,0.033831167,4.884729878,3.270920792,2.233602121,0.348585438,2.206401581,-1.739712878,0.027200539,-2.088298317
59.026263,0.029240432,-0.022989903,-0.000912065,-0.999307575,2.236375664,0.01347215,0.203756677,89.97256075,-2.636611151,-93.3514405,-0.030289382,4.359508628,3.846383541,-0.028993887,2.154124071,3.913367802,0.033831167,4.884729878,3.270920792,2.236416242,0.345151302,2.206401581,-1.739712878,0.030014661,-2.08486418
59.046263,-0.005895837,-0.021292317,0.001421211,-0.999754898,2.23850395,0.013696471,0.203961994,90.1485685,-2.441020363,-89.32739436,-0.030289382,4.359508628,3.846383541,-0.028993887,2.154124071,3.913367802,0.033831167,4.884729878,3.270920792,2.238545852,0.350564567,2.206401581,-1.739712878,0.03214427,-2.090277446
59.066263,0.020102082,-0.00555887,-0.000469,-0.999782369,2.241869344,0.013667242,0.20419235,89.95907071,-0.637954438,-92.3034921,-0.030289382,4.359508628,3.846383541,-0.028993887,2.154124071,3.913367802,0.033831167,4.884729878,3.270920792,2.241911004,0.349291347,2.206401581,-1.739712878,0.035509423,-2.089004225
59.086263,0.029864891,-0.002473249,-0.000417084,-0.999550798,2.245072927,0.013746611,0.204445507,89.9606908,-0.284714673,-93.42268648,-0.030330574,4.359343355,3.846073416,-0.028989778,2.154401819,3.913638031,0.033839734,4.884747364,3.27156736,2.245115012,0.350818426,2.205976463,-1.755128794,0.039138549,-2.10594722
